title,author,index,category,year,comment,found
Zabytki Mołdawii cz. 3 okolice Fălticeni,Piotr Szucki,K-587,Przewodniki niegórskie,1984 Lublin,,Tak
Krajoznawstwo i kultura w turystyce górskiej,Bogumiła Balicka - Androsz i Adam Czarnowski,K-588,Architektura,1984 Warszawa - Kraków,,Tak
O pogodzie  i klimacie gór polskich,Tadeusz Niedźwiedź,K-589,Meteorologia,1984 Warszawa - Kraków,,Tak
Literatura o Tatrach i Zakopanem (do roku 1918),Majda Jan,K-59,Nauka o literaturze,1981,,Tak
"Górska odznaka turystyczna. Początki, rozwuj, zadania",Władysław Krygowski,K-590,Historia turystyki,1985 Warszawa - Kraków,,Tak
Z zagadnień zagospodarowaania turystycznego gór polskich,Marek Staffa,K-591,Historia turystyki,1985 Warszawa - Kraków,,Tak
Niebieski krzyż,Wawrzyniec Żulawski,K-592,Historia turystyki,1946 Warszawa,,Tak
Gawędy o przewodnikach tatrzańskich,Konstanty Stecki,K-593,Historia turystyki,1985 Warszawa - Kraków,,Tak
Medycyna w plecaku,Artur Dziok i Sebastian Odyński,K-594,Pierwsza pomoc,1985 Warszawa,,Tak
Magury 88. Informator krajoznawczy,Monika Nyczanka,K-595,Czasopisma,1988 Warszawa,,Tak
Zarys dziejów Rusi Halickiej i Karpackiej w wiekach średnich,Tadeusz A. Olszańskich,K-596,Historia,1986 Warszawa,,Tak
"Ikona, przedmiot kultu i dzieło sztuki",NN,K-597,Religia,1981,Brak miejsca wydania,Tak
O bieszczadzkich zbójnikach,Stanisław Ostrowski,K-598,Historia,1988 Katowice,,Tak
Pierwsza pomoc w wypadkach górskich,Jerzy Korejwo,K-599,Pierwsza pomoc,1985 Warszawa,,Tak
"Tatry (""Przyroda polska"")",Stecki Konstanty,K-6,Przewodniki wspinaczkowe,1979 Warszawa,,Tak
Góralszczyzna w twórczości Stanisława Witkiewicza,Majda Jan,K-60,Nauka o literaturze,1979 Warszawa,,Tak
Szlakiem żydowskich zabytków Podkarpacia,Tadeusz A. Olszański,K-600,Architektura,1985 Warszawa,,Tak
Z Czarnohory do Alp Rodniańskich,Hugo Zapałowicz,K-601,Przewodniki górskie,1985 Warszawa,,Tak
Zabytki Mołdawii przewodnik cz.4 Rădăuţi i okolice,Piotr Szucki,K-602,Przewodniki górskie,1986 Lublin,,Tak
Magury 90 Informator krajoznawczy,NN,K-603,Czasopisma,1990 Warszawa,,Tak
Magury 89 Informator krajoznawczy,Piotr Szczerbiak,K-604,Czasopisma,1989 Warszawa,,Tak
Bagna Biebrzańskie,Grzegorz Rąkowski,K-605,Przewodniki niegórskie,1980 Warszawa,,Tak
Mariusz Zaruski 1867 - 1941 pasje życia góry i morze,Jerzy M. Kosacki,K-606,Biograficzne,1980 Warszawa,,Tak
Okolice Warszawy. Przewodnik geologiczny,"Nowak Jadwiga, Śmierzchalska Izabela",K-61,Geologia,1972 Warszawa,,Tak
Magury 1991 Przegląd krajoznawczy poświęcony Beskidowi Niskiemu,"Andrzej Wielocha, Tadeusz A. Olszański i Paweł Luboński",K-610,Architektura,1992 Warszawa,,Tak
Magury 1992,"Ewa Ćwiklińska, Anna Skrocka, Grzegorz Nowak, Piotr Szucki i Paweł Trochimiuk",K-611,Architektura,1992 Warszawa,,Tak
Magury 1983,Wiktor Hibner,K-612,Architektura,1983 Warszawa,,Tak
Magury 1981,Marek Kupiszewski i Anna Lenartowicz,K-613,Architektura,1981 Warszawa,,Tak
Drewniane cerkwie karpackie,Stanisław Kryciński,K-614,Architektura,1984 Warszawa,,Tak
Drewniane cerkwie karpackie,Stanisław Kryciński,K-615,Architektura,1984 Warszawa,,Tak
Magury 1987,"Kajetan Gawrecki, Jan Świaniewicz",K-616,Architektura,1987 Warszawa,,Tak
Magury 1975 XI Beskid Niski,Tomasz Łękowski,K-617,Architektura,1975 Warszawa,,Tak
Drewniane cerkwie karpackie,Stanisław Kryciński,K-618,Architektura,1984 Warszawa,,Tak
Drewniane cerkwie karpackie,Stanisław Kryciński,K-619,Architektura,1984 Warszawa,,Tak
Szlaki Pienin. Przewodnik turystyczny,Kresek Zbigniew,K-62,Podręczniki narciarskie,1980 Warszawa-Kraków,,Tak
Drewniane cerkwie karpackie,Stanisław Kryciński,K-620,Architektura,1984 Warszawa,,Tak
Drewniane cerkwie karpackie,Stanisław Kryciński,K-621,Architektura,1984 Warszawa,,Tak
Drewniane cerkwie karpackie,Stanisław Kryciński,K-622,Architektura,1984 Warszawa,,Tak
Drewniane cerkwie karpackie,Stanisław Kryciński,K-623,Architektura,1984 Warszawa,,Tak
Drewniane cerkwie karpackie,Stanisław Kryciński,K-624,Architektura,1984 Warszawa,,Tak
Drewniane cerkwie karpackie,Stanisław Kryciński,K-625,Architektura,1984 Warszawa,,Tak
Drewniane cerkwie karpackie,Stanisław Kryciński,K-626,Architektura,1984 Warszawa,,Tak
Szlaki Wielkiej Raczy. Lato-zima,Midowicz Władysław,K-64,Podręczniki narciarskie,1979 Warszawa-Kraków,,Tak
Schronisko PTTK im. W. Pola w Roztoce,Moskała Edward,K-65,Informatory,1979 Warszawa-Kraków,,Nie
Sprzęt turystyczny i zasady poruszania sie wgórach,Jerzy W. Grajewski,K-654,Metodyka,1988 Warszawa - Kraków,,Tak
Organizacja turystyki górskiej w Polsce,ZbigniewKresek,K-655,Historia turystyki,1985 Warszawa - Kraków,,Tak
Metodyka organizowania wycieczek i imprez górskich,Zygmunt Kruczek i Janusz Zdebski,K-656,Metodyka,1984 Warszawa - Kraków,,Tak
Kronika dawnego Zakopanego z lat 1848 - 1890,Anna Krukier,K-657,Historia,1986 Warszawa - Kraków,,Tak
Z  zagadnień zagospodarowania turystycznego gór polskich,Marek Staffa,K-658,Historia turystyki,1983 Warszawa - Kraków,,Tak
Z histori znakowania szlaków w Tatrach Polskich,Władysław Midowicz,K-659,Historia turystyki,1986 Warszawa - Kraków,,Tak
Przewodnik po zabytkach Mołdawi cz. 1 okolice Voronet - Humor - Slatina,Piotr Szucki,K-660,Przewodniki niegórskie,1983 Lublin,,Tak
Obraz Tatarów w źródłach polskich z XIII wieku,Jerzy Socała,K-661,Historia,1983 Warszawa,,Tak
Zabytki Mołdawi. Okolice Suczawy,Piotr Szucki,K-662,Przewodniki niegórskie,1988 Lublin ,,Tak
Kronika SKG cz.2,Grzegorz Barczyk,K-663,Historia turystyki,1987 Warszawa,,Tak
Tragedie Tatrzańskie,Wawrzyniec Żuławski,K-668,Historia turystyki,1956 Warszawa,,Tak
Mała Encyklopedia Babiogór,Władysław Midowicz,K-669,Encyklopedie,1992 Warszawa,,Tak
Poradnik metodyczny dla przewodników,Adam Czarnowski,K-670,Metodyka,1970 Warszawa,,Tak
Łemkowie (opis etnogragiczny),Roman Reinfusss,K-671,Etnografia,1936 Warszawa,,Tak
Władysław Zamoyski fundator Kurnika i Zakopanego,Zenon Bosacki,K-672,Biograficzne,1986 Poznań,,Tak
100 lat społecznej turystyki w Polsce (Szkice z dziejów PTTK i jego poprzednikow),Zbigniew Kulczycki,K-673,Historia turystyki,1973 Warszawa,,Tak
Spisz - Informator Turystyczny,Grzegorz Barczuk i Marek Męczarski,K-674,Czasopisma,1986 Warszawa,,Tak
Uniwersytet Warszawski - przewodnik historyczny,Bartłomiej Kaczorowski i Tomasz Lis,K-678,Przewodniki niegórskie,1983 Warszawa,,Tak
Nasz rodowód i teraźniejsość,Tomasz Kowalik,K-679,Historia,1981 Warszawa,,Tak
Na szczytach Himalajów,Kowalewski Zbigniew Kurczab Janusz,K-68,Terenoznawstwo,1983 Warszawa,,Tak
Kształtowanie sie karpackich granic Polski (w wieku X -XX),Marek Sobczyńki,K-680,Historia,1986 Łódź,,Tak
Pierwsza wojna światowa w Karpatach ,Tadeusz A. Olszański,K-681,Historia,1985 Warszawa,,Tak
Romania Karpaty Marmaroskie,Adam Kulewski i Andrzej Wielocha,K-682,Przewodniki górskie,1985 Warszawa,,Tak
"Okolice Ropienki. Informator bazy turystycznej AKT ""Maluch""","Marta Kougan, Witold Grzesik i Tomasz Traczyk",K-683,Czasopisma,1984 Warszawa,,Tak
Łopienka Informator bazowy,Jana Bartha i Wiesław Szyper ,K-684,Czasopisma,1985 Warszawa,,Tak
Pierwsza pomoc w wypadkachgórskich,Jerzy Korejwo,K-685,Pierwsza pomoc,1985 Warszawa,,Tak
Smak Doli ,Seman Madzelan,K-686,Historia,1986 Nowy Sącz,,Tak
Romania Karpaty Marmaroskie,Adam Kulewski i Andrzej Wielocha,K-687,Przewodniki górskie,1985 Warszawa,,Tak
Bucovina. Informator turystyczny cz.1,Piotr Krzywda,K-688,Czasopisma,1987 Kraków,,Tak
Śladami pierwszej wojny światowej między Rabą a Dunajcem,Krzysztof Garduła i Leszek Ogórek,K-689.15,Historia,1988 Kraków,,Tak
Tatry Wysokie. Cz. 23: Przeł. Stolarczyka-Modra Ławka,Paryski Witold H.,K-69,Przewodniki niegórskie,1983 Warszawa,,Tak
Zabytki Mołdawi Siret i okolice,Piotr Szucki,K-690,Przewodniki niegórskie,1983 Lublin,,Tak
Pierwsza wojna światowa w Karpatach ze szczególnym uwzględnieniem operacji Gorlickiej,Adam Reif,K-691,Historia,1975 Gdańsk,,Tak
O bieszczadzkich  zbójnikach,Stanisław Orłowski,K-692,Historia,1988 Katowice,,Tak
Atrybut - patron - symbol czyli co o świętych i błogosławionych powinien wiedzieć przewodnik ,Urszula Janicka - Krzywda,K-693,Religia,1982 Kraków,,Tak
Rodopy informator krajoznawczy cz.2,"Grzażyna Szady, Jolanta Wesołowska, Rafał Jeżowski  i Mark Kaniewski ",K-694,Przewodniki górskie,1982 Warszawa,,Tak
Zabytki sakralne Leska ,Józef Budziak,K-696,Architektura,1992 Warszawa,,Tak
Gorczanskim szlakiem Władysława Orkana,Grażyna Królikiewicz i Zygmunt Kruczek,K-698,Przewodniki górskie,1987 Warszawa - Kraków,,Tak
Zakopiańskim Szlakiem Mariusza Zaruskiego,Maciej Pinkwart,K-699.17,Przewodniki niegórskie,1983 Warszawa - Kraków,,Tak
Vysoké Tatry,Andráši Július a kolektív,K-70,Podręczniki narciarskie,1981 Bratysława,,Tak
Fiatem na Rysy,Janusz Rygielski,K-700,Wyprawy,1981 Warszawa,,Tak
Rosliny Tatr Polskich. Ilustrowany przewodnik  turystyczny,Kazimierz Zarzycki i Zofia Zwolińska,K-701,Przyroda,1984 Warszawa,,Tak
Karpaty fliszowe między Olzą a Dunajcem,Rafał Unrug,K-702,Geologia,1979 Warszawa,,Tak
Radocyna - Informator,Tadeusz Bochnia,K-703,Czasopisma,Kraków,Brak daty wydania,Tak
Komunikat narciarski na sezon 1987/88,NN,K-704,Czasopisma,1987 Kraków,,Tak
Przewodnik po turystyce akademickiej. Informator PTTK dla studentów,Bogdan Bereza,K-705,Czasopisma,1983 Warszawa,,Tak
"Kto, co, kiedy ? Przewodnik po ""skansenie"" działaczy akademickiego środowiska turystycznego Warszawy",Tadeusz Hepern,K-706,Encyklopedie,1981 Warszawa,,Tak
Informacje nr1/89 komisji turystyki górskiej ZG PTTK,NN,K-707,Czasopisma,1989 Warszawa,,Tak
Regulamin. XXI  Złaz Kampinoski,NN,K-708,Czasopisma,1980 Warszawa,,Tak
XXVI Rajd Połoniny Regulamin,NN,K-709,Czasopisma,1985 Warszawa,,Tak
Pierwsze lata AKT Maluch,Marek Waśkiel,K-710,Historia turystyki,1986,Brak miejsca wydania,Tak
Imprezy turystyczne materiał szkoleniowy,Krzysztof łopaciński i Bogdan Opowicz,K-711,Meteorologia,1974 Warszawa,,Tak
Tygrysim skokiem przez X - lecie 1963 - 1073,NN,K-712,Historia turystyki,1973 Warszawa,,Tak
Uniwersytecki klub turystyczny Unikat  - Eskimos 15 lat UKT Unikat,Tomasz Dziedzic,K-713.20,Historia turystyki,1978 Warszawa,,Tak
Kalendarium 25 lat UKT Unikat 1963 - 88,Krzysztof Łopaciński i Michał Podstawka,K-714,Historia turystyki,1988 Warszawa,,Tak
Sudety Zachodnie,"Czerwiński Janusz, Mazurski Krzysztof R.",K-72,Podręczniki narciarskie,1983 Warszawa,,Tak
Łemkowie i Łemkowszczyzna materiały do bibliografi,Krzysztof Łopaciński i Michał Podstawka,K-727,Etnografia,1984 Warszawa,,Tak
Łemkowie i Łemkowszczyzna materiały do bibliografi,Krzysztof Łopaciński i Michał Podstawka,K-728,Etnografia,1984 Warszawa,,Tak
Łemkowie i Łemkowszczyzna materiały do bibliografi,Krzysztof Łopaciński i Michał Podstawka,K-729,Etnografia,1984 Warszawa,,Tak
Rośliny Tatr Polskich. Ilustrowany przewodnik turystyczny,"Zarzycki Kazimierz, Zwolińska Zofia",K-73,Przewodniki wspinaczkowe,1984 Warszawa,,Tak
Łemkowie i Łemkowszczyzna materiały do bibliografi,Krzysztof Łopaciński i Michał Podstawka,K-730,Etnografia,1984 Warszawa,,Tak
Łemkowie i Łemkowszczyzna materiały do bibliografi,Krzysztof Łopaciński i Michał Podstawka,K-731,Etnografia,1984 Warszawa,,Tak
Łemkowie i Łemkowszczyzna materiały do bibliografi,Krzysztof Łopaciński i Michał Podstawka,K-732,Etnografia,1984 Warszawa,,Tak
Łemkowie i Łemkowszczyzna materiały do bibliografi,Krzysztof Łopaciński i Michał Podstawka,K-733,Etnografia,1984 Warszawa,,Tak
Łemkowie i Łemkowszczyzna materiały do bibliografi,Krzysztof Łopaciński i Michał Podstawka,K-734,Etnografia,1984 Warszawa,,Tak
Łemkowie i Łemkowszczyzna materiały do bibliografi,Krzysztof Łopaciński i Michał Podstawka,K-735,Etnografia,1984 Warszawa,,Tak
Łemkowie i Łemkowszczyzna materiały do bibliografi,Krzysztof Łopaciński i Michał Podstawka,K-736,Etnografia,1984 Warszawa,,Tak
Łemkowie i Łemkowszczyzna materiały do bibliografi,Krzysztof Łopaciński i Michał Podstawka,K-737,Etnografia,1984 Warszawa,,Tak
Łemkowie i Łemkowszczyzna materiały do bibliografi,Krzysztof Łopaciński i Michał Podstawka,K-738,Etnografia,1984 Warszawa,,Tak
Łemkowie i Łemkowszczyzna materiały do bibliografi,Krzysztof Łopaciński i Michał Podstawka,K-739,Etnografia,1984 Warszawa,,Tak
Łemkowie i Łemkowszczyzna materiały do bibliografi,Krzysztof Łopaciński i Michał Podstawka,K-740,Etnografia,1984 Warszawa,,Tak
Vysoke Tatry VIII,Arno Puškáš,K-741,Przewodniki wspinaczkowe,1987 Bratysława,,Tak
Vysoke Tatry VII,Arno Puškáš,K-742,Przewodniki wspinaczkowe,1981 Bratysława,,Tak
Góralskie opowieści,Józef Kapeniak,K-743,Etnografia,1982 Warszawa,,Tak
Wędrówki po Pamierze,Paweł Łuknicki,K-744,Wyprawy,1966 Warszawa,,Tak
Słońce nad Tiricz Mirem,Tadeusz Piotrowski,K-745,Wyprawy,1986 Warszawa,,Tak
Nowy cmetarz w Zakopanem przewodnik biograficzny,Maciej Pinkwart i Janusz Zdebski,K-746,Przewodniki niegórskie,1988 Warszawa -Kraków,,Tak
Słowackie Tatry Zachodnie. Przewodnik Turystyczny,Tadeusz Szczerba,K-747,Przewodniki górskie,1992 Warszawa - Kraków,,Tak
Muzeum Tatrzańskie - Muzeum przestrzenne. Informator o ochronie zabytków Podtatrza,Teresa Jabłonowska i Zbigniew Moździeż,K-748,Czasopisma,1986 Zakopane,,Tak
"Beskidy część wschodnia. Beskid Niski, Bieszczady i ich pogórza",Marek Okoń,K-749,Przewodniki górskie,1987 Warszawa - Kraków,,Tak
Tatry Wysokie. Cz. 24: Czerwona turnia - Przeł. pod Kopą,Paryski Witold H.,K-75,Przewodniki niegórskie,1984 Warszawa,,Tak
"Iwonicz Zdrój, Rymanów Zdrój i okolice",Jan Rąb,K-750,Przewodniki niegórskie,1978 Warszawa,,Tak
Zakopane. Tatry. Podtatrze. Przewodnik - Informator,Zbigniew Korosowicz i Andrzej Biedrzycki,K-751,Przewodniki górskie, 1972 Warszawa,,Tak
Przemyśl i okolice. Przewodnik,Jan Rożański,K-752,Przewodniki górskie,1986 Warszawa,,Tak
"Babia Góra, Gorce, beskid Wyspowy",Stanislaw Ragaczewski,K-753,Przewodniki górskie,1951 Warszawa,,Tak
Tatry Polskie,Józef Nyka,K-754,Przewodniki górskie,1981 Warszawa,,Tak
"Rejon Tatr, obszar konwencji turystycznej CSRS",Lechosław Herz,K-755,Historia turystyki,1962 Warszawa,,Tak
Tatry Wysokie. Przewodik Taternicki cz. XXIII Przełęcz Stolarczyka - Modr Ławka,Witold H. Paryski,K-756,Przewodniki wspinaczkowe,1983 Warszawa,,Tak
Głowny szlak zachodniobeskidzki inieniem Kazimierza Sosnowskiego Ustroń - Krynica. Przewodnik Turystyczny,Zbigniew kresek,K-757,Przewodniki górskie,1989 Warszawa,,Tak
Bieszczady,Kazimierz Zarzycki i Zbigniew Gówaciński,K-758,Przewodniki górskie,1973 Warszawa,,Tak
Tatry Wysokie. Cz. 24: Czerwona turnia - Przeł. pod Kopą,Paryski Witold H.,K-76,Przewodniki niegórskie,1984 Warszawa,,Tak
Jak powstały Tatry,Edward Passendorf,K-760,Geologia,1983 Warszawa,,Tak
Na nartach biegowych i śladowych,Kazimierz Masłowski,K-761,Podręczniki narciarskie,1986 Warszawa - Kraków,,Tak
Rabka i Dolina Raby,Stanisław Pogaczewski,K-762,Przewodniki górskie,1953 Warszawa,,Tak
Ustrzyki Dolne i okolice,Zbugniew Staruckowicz,K-763,Architektura,1962 Warszawa,,Tak
Kusząca andyjska biel,Mariusz W. Grebieniow,K-764,Wyprawy,1979 Poznań,,Tak
W górach Ameryki Północnej,Stefan Jarosz,K-765,Wyprawy,1967,Brak miejsca wydania,Tak
Hoggar Hibbo,František Kele ,K-766,Wyprawy,1980 Bratysława,,Tak
Vortex,David Harris,K-767,Wyprawy,1995 Kraków,,Tak
Muzeum budownictwa ludowego w Sanoku. Informator,Anna Kisielewska,K-768,Czasopisma,Krzaków,Brak daty wydania,Tak
Bieszczady,Mieczysław Orłowicz,K-769,Przewodniki górskie,1954 Warszawa,,Tak
Tatry Polskie,Nyka Józef,K-77,Podręczniki narciarskie,1978 Warszawa,,Tak
Cmetarze z okresu pierwszej wojny światowej w rejonie Beskidu Niskiego i Pogórza,Roman Frodyma,K-770,Architektura,1985 Warszawa,,Tak
Cmetarze z okresu pierwszej wojny światowej w rejonie Beskidu Niskiego i Pogórza,Roman Frodyma,K-771,Architektura,1985 Warszawa,,Tak
Cmetarze z okresu pierwszej wojny światowej w rejonie Beskidu Niskiego i Pogórza,Roman Frodyma,K-772,Architektura,1985 Warszawa,,Tak
Magury 89,Piotr Szczerbiak,K-773,Czasopisma,1989 Warszawa,,Tak
Magury 88,Monika Nyczanka,K-774,Czasopisma,1988 Warszawa,,Tak
Niekochane góry,Józef Barut,K-776,Wyprawy,1986 Warszawa - Kraków,,Tak
Jaskinie wyżyny krakowsko - wielunskiej,Marek Szelerewicz i Andrzej Górny,K-777,Speleologia,1987 Warszawa - Kraków,,Tak
Gorlice,Józef Braut,K-778,Przewodniki niegórskie,1991 Brzozów,,Tak
Sagarmatha Narodny Park,Jan Droš,K-779,Albumy,1987 Bratysława,,Tak
Skałki Rzędkowickie. Przewodnik wspinaczkowy po skałkach i jaskiniach Wyżyny Krakowsko-Częstochowskiej,Kiełkowscy Jan i Małgorzata,K-78,Przewodniki niegórskie,1981 Warszawa,,Tak
In the mountains of Karachai Circassia,Aleksander Markelow i Vladimir Voina,K-780,Albumy,1979 Moskwa,,Tak
Pogórze Dynowskie,Jerzy F. Adamski,K-781,Przewodniki niegórskie,1992 Brzozów,,Tak
Gebirghsfotografie,Sieghard Liebe,K-782,Albumy,1981 Lipsk,,Tak
Szpicbergen. Strana ostrych gor,N. Gniłorybow i G. Iwanow,K-783,Albumy,1979 Moskwa,,Tak
Lidé Země čas,Vilem Heckel,K-784,Albumy,1975 Praga ,,Tak
W górach Alaski i Kanady,"Adam Milczewski, Michal Grabinski, Adam Zyzak, Jan Baysik, Henryk Furmaniak i Roman Trzeszewski",K-785,Wyprawy,1977 Katowice,,Tak
Bez oddechu,Michał Jagiełło,K-786,Wyprawy,1981 Warszawa,,Tak
Czeluść,Maciej Kuczyński,K-787,Wyprawy,1972 Warszawa,,Tak
Boeszczady. Szlakiem walk z bandami UPA,Artur Bata,K-788,Historia,1984 Rzeszów,,Tak
Twierdza Przemyśl,Jan Rozański,K-789,Przewodniki niegórskie,1983 Rzeszów,,Tak
Warszawski zespół leśny parkiem trzech milionów,NN,K-79,Informatory,1978 Warszawa,,Tak
Muzeum budownictwa ludowego. Skansen w Sanoku,Jerzy Kajkowski,K-790,Architektura,1982 Rzeszów,,Tak
"Przez ""Dolinę Śmierci""  i przełęcz Dukileską",Witold Szymczyk,K-791,Przewodniki górskie,1984 Rzeszów,,Tak
Polacy w górach Ramio a Ałtaju,Bernard Uchmanski,K-792,Wyprawy,1973 Warszawa,,Tak
Magury 85,Anna Zatorska,K-793,Czasopisma,1985 Warszawa,,Tak
Fiatem na Rysy,Janusz Rygielski,K-794,Wyprawy,1981 Warszawa,,Tak
Legendy starej płaniny,Jordan Jowkow,K-795,Etnografia,1981 Warszawa,,Tak
The haryears,Joe Brown,K-796,Wyprawy,1975 Suffolk,,Tak
Przerwana wspinaczka,Anton Ingolič,K-797,Wyprawy,1984 Warszawa,,Tak
Kusząca andyjska biel,Mariusz W. Grebieniow,K-798,Wyprawy,1979 Warszawa,,Tak
Góry pod półksiężycem,Maciej Popko,K-799,Wyprawy,1974 Warszawa,,Tak
Wokół Ikony. Rozmowy z Jerzym Nowosielskim,Podgórzec Zbigniew,K-80,Architektura,1985 Warszawa,,Tak
Siedem wielkich gór,Andrzej Paczkowski,K-800,Wyprawy,1981 Warszawa,,Tak
Władca doliny Morskieo Oka,Tytus Karpowicz,K-801,Przewodniki górskie,1975 Lublin,,Tak
Operacja Kret,Przemysław Burchard,K-802,Speleologia,1977 Warszawa,,Tak
Siedem dni na Orawie polskiej,Zbigniew Ładygin,K-803,Przyroda,1985 Wrszawa - Kraków,,Tak
Siedem dni w Krynicy,RyszardKozioł,K-804,Przyroda,1988 Warszawa - Kraków,,Tak
Wędrówka przez Bekid Ślaski i Żywiecki,Andrzej Sikora,K-805,Przyroda,1982 Warszawa - Kraków,,Tak
Siedem dni w Bukowinie Tatrzańskiej,Zbigniew Ładygin,K-806,Przyroda,1984 Warszawa - Kraków,,Tak
"Wędrówka przez Gorce, Pieniny i Beskid Sądecki",Jolanta Wyznakiewicz,K-807,Przyroda,1982 Warszawa - Kraków,,Tak
Siedem dni w Górach Grybowskich,Jan Bazyl Liprzyc i Janusz Rygielski,K-808,Przyroda,1986 Warszawa - Kraków,,Tak
"Wędrówka przez Gorce, Pieniny i Beskid Sądecki",Jolanta Wyznakiewicz,K-809,Przyroda,1982 Warszawa - Kraków,,Tak
Z plecakiem w góry Europy - Riła,"Stankiewicz Wojciech, Zimny Krzysztof",K-81,Podręczniki narciarskie,1984 Warszawa-Kraków,,Tak
Historia dzwonów Zabytkowe dzwony karpackie,Wojciech Komorowski,K-810,Przewodniki górskie,1988 Warszawa ,,Tak
Nadsanie t. 1 Gmina Czarna ,Stanisław Kryciński,K-811,Przewodniki górskie,1986 Warszawa ,,Tak
Trasy autokarowe Mazowsza cz. 2 Mazowsze południowe i Podlasie,Anna i Tadeusz Halpern,K-812,Przewodniki górskie,1980 Warszawa ,,Tak
Zabytki Mołdawi Siret i okolice,Piotr Szucki,K-813,Przewodniki górskie,1983 Lublin,,Tak
Prokletije informator krajoznawczy,Zygmunt Kruczek,K-814,Informatory,1979 Kraków,,Tak
Zarys dziejów Rusi Halickiej i Karpackiej w wiekach średnich,Tadeusz A. Olszański,K-815,Historia,1986 Warszawa ,,Tak
Czorsztyn - Niedzica,Alfred Majewski,K-817,Przewodniki górskie,1966 Warszawa ,,Tak
Nadsanie t. 1 Gmina Czarna,Stanisław Kryciński,K-818,Przewodniki górskie,1986 Warszawa ,,Tak
Województwo Nowosądeckie,Maria Brociowska,K-819,Przewodniki górskie,1988 Kraków,,Tak
Facts about Finland,Nie podano,K-82,Przewodniki narciarskie,1976 Helsinki,,Tak
Pieniny,Władysław Strojny,K-820,Przyroda,1969 Warszawa ,,Tak
"Pieniny, Beskid Sadecki i tereny sąsiednie",Cyryl Kolago i Jan Rusiecki,K-821,Przyroda,1951 Warszawa ,,Tak
Mała encyklopedia Kielecczyzny,Mieczysław Luczkiewicz,K-822,Przyroda,1958 Warszawa ,,Tak
Krosno i okolice,Stanisław Kłos,K-823,Przewodniki górskie,1987 Warszawa ,,Tak
Szlakiem żydowskich zabytków Podkarpcia,Tadeusz A. Olszanski,K-824,Przewodniki górskie,1985 Warszawa ,,Tak
Nepal,Aleksander Ter - Grigorjan,K-825,Albumy,1984 Moskwa,,Tak
Osudy Tatier,Ivan Houdek i Ivan Bohuš,K-826,Terenoznawstwo,1976 Bratysława,,Tak
Slovensko z vtáčej perspektívy,Eugen Vasilak,K-827,Albumy,1970,Brak miejsca wydania,Tak
Azja,P. Pfefer,K-828,Albumy,1982 Moskwa,,Tak
Taura ,Rostislaw Dormitinow i Aleksandr Rjumin,K-829,Albumy,1981 Moskwa,,Tak
Lhotse - czwarta góra Ziemi,Bilczewski Adam,K-83,Terenoznawstwo,1982 Katowice,,Tak
Meander na - 1000,Włodzimmierz Rudolf,K-830,Wyprawy,1988 Warszawa,,Tak
Vysoke Tatry VII,Arno Puškáš ,K-831,Przewodniki wspinaczkowe,1981 Bratysława,,Tak
Schody podvemir,Vilem Heckel,K-832,Albumy,1970 Praga,,Tak
Jeskyně,"B. Kuczera, J.Hromas i F. Skrzivanek",K-833,Speleologia,1981 Praga,,Tak
Wędrówka po puszczy,Włodzimierz Łapiński,K-834,Przewodniki niegórskie,1986 Białystok,,Tak
Alaska Mexico,Henrieh Gohl,K-835,Albumy,1970 Berlin,,Tak
Karkonoše,Jirži Havel,K-836,Albumy,1977 Praga,,Tak
Svet Tatier,Miro Gregor a kolektiv,K-837,Albumy,1977 Bratyslawa,,Tak
Svet slovenskych hor,Miroslav Kukaczka,K-838,Albumy,1980 Martin,,Tak
Pilot Alpejskich lodowców,Herman Geiger,K-839,Wyprawy,1970 Warszawa,,Tak
Siedem dni w Bukowinie Tatrzańskiej,Ładygin Zbigniew,K-84,Podręczniki narciarskie,1984 Warszawa-Kraków,,Tak
Góry Niewzruszone,Jacek Woźniakowski,K-840,Przewodniki górskie,1974 Warszawa,,Tak
Moja tatrzańska symfonia,Jerzy Młodziejowski,K-841,Przewodniki górskie,1974 Kraków,,Tak
Tatry wysokie Przewodnik taternicki cz. XXIII,Witold H. Paryski,K-842,Przewodniki wspinaczkowe,1983 Warszawa,,Tak
Vysoke Tatry pro ordece cz.2 ,František Kroutl,K-843,Przewodniki górskie,1976 Praga,,Tak
Ochrona prawna przyrody i środowiska w PRL,Jastrzębski Ludwik,K-844,Mapy,"Wydawnictwo UW, Warszawa, 1979",,Nie
W skale i lodzie,Wiktor ostrowski,K-845,Wyprawy,1982 Warszawa,,Tak
Mala Fatra,"Jozef  Gragulaak, Vladimir Križo a kolektiv",K-846,Przyroda,1980 Bratysława,,Tak
Vysoke Tatry,Vladimir Adamec i Radek Roubal,K-847,Przyroda,1977 Bratysława,,Tak
Himalajska Tragedia,Romuald Karaś,K-848,Wyprawy,1987 Warszawa,,Tak
Shispare góra wyśniona Karakorum,Jan Kurczak,K-849,Wyprawy,1976 Warszawa ,,Tak
Łysogóry,Kuczyński Janusz,K-85,Podręczniki narciarskie,1978 Kielce,,Tak
Magury 86,Bogdan Mościcki,K-850,Czasopisma,1986 Warszawa,,Tak
Magury 86,Bogdan Mościcki,K-851,Czasopisma,1986 Warszawa,,Tak
Magury 85,Anna Zatorska,K-852,Czasopisma,1985 Warszawa,,Tak
